"PR"	"URL"	"HTTP status code"	"Content type"	"Is indexable page"	"Title"	"Title length"	"Meta description"	"Meta description length"	"H1"	"H1 length"	"Meta robots"	"Robots information in HTTP headers"	"Canonical URL"	"Canonical URL code"	"Size (bytes)"	"No. of content words"	"Depth"	"No. of href inlinks"	"No. of inlinks dofollow"	"No. of internal outlinks"	"No. of external outlinks"	"Loading time (ms)"	"Organic traffic"	"No. of backlinks"	"No. of dofollow backlinks"	"No. of nofollow backlinks"	"No. of referring domains"	"No. of referring pages"
"20"	"https://cindemirlaw.com/fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfdd0fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfdb0fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bf-2/"	"200"	"text/html; charset=utf-8"	"true"	"Адвокат Хакан Синдемир, Адвокат в суде - Cindemir Law Office"	"60"	"Адвокат Хакан Синдемир является кандидатом юридических наук в Стамбульском Университете и основал юридическую фирму Cindemir в 2004 году."	"137"	"Адвокат Хакан Синдемир, Адвокат в суде, Старший адвокат фирмы"	"61"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfdd0fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfdb0fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bf-2/"	"200"	"160462"	"357"	"0"	"11"	"11"	"14"	"4"	"832"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/survivor-pension-for-spouses-of-deceased-turkish-citizens/"	"200"	"text/html; charset=utf-8"	"true"	"Survivor Pension for Spouses of Deceased Turkish Citizens"	"57"	"Explains Survivor Pension for Spouses of Deceased Turkish Citizens, including procedures, documents, risks and key legal points for foreign clients."	"148"	"Survivor Pension for Spouses of Deceased Turkish Citizens"	"57"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/survivor-pension-for-spouses-of-deceased-turkish-citizens/"	"200"	"160392"	"634"	"0"	"3"	"3"	"22"	"4"	"735"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/hakan/?lang=zh-hans"	"200"	"text/html; charset=utf-8"	"true"	"在LinkedInHakan查看Hakan Cindemir的资料。Cindemir，律师，律师事务所资深律师 - Cindemir Law Office"	"77"	"Hakan Cindemir是一名资深土耳其律师，为客户提供全面的土耳其法律咨询服务。他在土耳其各地的法律领域拥有广泛的经验，并能用英语和土耳其语流利交流。"	"78"	"在LinkedInHakan查看Hakan Cindemir的资料。Cindemir，律师，律师事务所资深律师"	"55"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/hakan/?lang=zh-hans"	"200"	"158043"	"144"	"1"	"0"	"0"	"13"	"2"	"793"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/%D0%BE%D1%82%D0%BA%D1%80%D1%8B%D1%82%D0%B8%D0%B5-%D0%B1%D0%B0%D0%BD%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B3%D0%BE-%D1%81%D1%87%D0%B5%D1%82%D0%B0-%D0%B4%D0%BB%D1%8F-%D1%80%D0%BE%D1%81%D1%81%D0%B8/?lang=ru"	"200"	"text/html; charset=utf-8"	"true"	"открытие банковского счета для российской компании в Турции"	"59"	"Эта статья призвана объяснить, как открыть банковский счет для российских компаний в Турции."	"92"	"открытие банковского счета для российской компании в Турции"	"59"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/%D0%BE%D1%82%D0%BA%D1%80%D1%8B%D1%82%D0%B8%D0%B5-%D0%B1%D0%B0%D0%BD%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B3%D0%BE-%D1%81%D1%87%D0%B5%D1%82%D0%B0-%D0%B4%D0%BB%D1%8F-%D1%80%D0%BE%D1%81%D1%81%D0%B8/?lang=ru"	"200"	"163710"	"391"	"1"	"0"	"0"	"13"	"2"	"750"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/cenker-degirmenci-legal-advisorgeneral-coordinator/"	"200"	"text/html; charset=utf-8"	"true"	"Cenker Değirmenci, Of Counsel | Cindemir Law Office"	"51"	"Profile of Cenker Değirmenci, Of Counsel, including professional background, practice areas and contact context at Cindemir Law Office."	"135"	"Cenker Değirmenci , Of Counsel"	"30"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/cenker-degirmenci-legal-advisorgeneral-coordinator/"	"200"	"156662"	"315"	"0"	"3"	"3"	"17"	"4"	"779"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/humanitarian-residence-permit-in-turkey-legal-insights-by-cindemir-law-office/"	"200"	"text/html; charset=utf-8"	"true"	"Humanitarian Residence Permit in Turkey | Cindemir Law Office"	"61"	"Explains Humanitarian Residence Permit in Turkey, including procedures, documents, risks and key legal points for foreign clients."	"130"	"Humanitarian Residence Permit in Turkey – Legal Insights by Cindemir Law Office"	"79"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/humanitarian-residence-permit-in-turkey-legal-insights-by-cindemir-law-office/"	"200"	"160356"	"699"	"0"	"3"	"3"	"31"	"4"	"753"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/legal-opinion-and-expert-opinion-in-turkey-why-the-distinction-matters/"	"200"	"text/html; charset=utf-8"	"true"	"Legal Opinion and Expert Opinion in Turkey | Cindemir Law Office"	"64"	"Explains Legal Opinion and Expert Opinion in Turkey, including procedures, documents, risks and key legal points for foreign clients."	"133"	"Legal Opinion and Expert Opinion in Turkey: Why the Distinction Matters"	"71"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/legal-opinion-and-expert-opinion-in-turkey-why-the-distinction-matters/"	"200"	"169295"	"1836"	"0"	"3"	"3"	"30"	"4"	"799"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/corporate-commercial/"	"200"	"text/html; charset=utf-8"	"true"	"Corporate & Commercial in Turkey | Cindemir Law Office"	"54"	"Explains Corporate & Commercial in Turkey, including company procedures, governance, compliance and key points for foreign investors."	"133"	"Corporate & Commercial"	"22"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/corporate-commercial/"	"200"	"156190"	"261"	"0"	"3"	"3"	"18"	"4"	"743"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/our-press-statement-regarding-keshia-handa/"	"200"	"text/html; charset=utf-8"	"true"	"Our press statement regarding Keshia Handa in Turkey | Legal Overview"	"69"	"Legal news and media note on Our press statement regarding Keshia Handa, with context from Cindemir Law Office in Turkey."	"121"	"Our press statement regarding Keshia Handa"	"42"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/our-press-statement-regarding-keshia-handa/"	"200"	"156983"	"389"	"0"	"3"	"3"	"20"	"4"	"778"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/%D0%BE%D1%82%D0%BA%D1%80%D1%8B%D1%82%D0%B8%D0%B5-%D0%B1%D0%B0%D0%BD%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B3%D0%BE-%D1%81%D1%87%D0%B5%D1%82%D0%B0-%D1%80%D1%83%D1%81%D1%81%D0%BA%D0%B8%D0%BC%D0%B8/?lang=ru"	"200"	"text/html; charset=utf-8"	"true"	"ОТКРЫТИЕ БАНКОВСКОГО СЧЕТА РУССКИМИ ГРАЖДАНАМИ"	"46"	"Открытие банковского счёта в Турции для россиян: узнайте, как гражданам РФ без вида на жительство открыть счёт в турецких банках, какие документы необходимы и какие банки наиболее лояльны к иностранным клиентам. Получите профессиональную юридическую поддержку для успешного оформления счёта и защиты ваших финансовых интересов в Турции."	"336"	"ОТКРЫТИЕ БАНКОВСКОГО СЧЕТА РУССКИМИ ГРАЖДАНАМИ В ТУРЦИИ"	"55"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/%D0%BE%D1%82%D0%BA%D1%80%D1%8B%D1%82%D0%B8%D0%B5-%D0%B1%D0%B0%D0%BD%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B3%D0%BE-%D1%81%D1%87%D0%B5%D1%82%D0%B0-%D1%80%D1%83%D1%81%D1%81%D0%BA%D0%B8%D0%BC%D0%B8/?lang=ru"	"200"	"164942"	"755"	"1"	"0"	"0"	"14"	"2"	"787"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/eu-ai-act-compliance-for-non-eu-companies-legal-requirements-under-the-destination-principle/?lang=ru"	"200"	"text/html; charset=utf-8"	"true"	"Регламент ЕС об ИИ и компании из третьих стран: что необходимо знать - Cindemir Law Office"	"90"	"Регламент ЕС об ИИ распространяется на компании из третьих стран, если их ИИ-системы или продукты влияют на рынок ЕС. Узнайте, что требуется."	"141"	"Регламент ЕС об ИИ и компании из третьих стран: что необходимо знать"	"68"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/eu-ai-act-compliance-for-non-eu-companies-legal-requirements-under-the-destination-principle/?lang=ru"	"200"	"161932"	"520"	"1"	"0"	"0"	"13"	"2"	"774"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/privacy-policy/"	"200"	"text/html; charset=utf-8"	"true"	"Privacy Policy - Cindemir Law Office"	"36"	"Privacy Policy – Learn how Cindemir Law Office collects, uses, and protects your personal data in compliance with legal regulations. Your privacy and security are our priority."	"176"	"Privacy Policy"	"14"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/privacy-policy/"	"200"	"155584"	"748"	"0"	"1"	"1"	"14"	"4"	"742"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/antimanual-assistant/"	"200"	"text/html; charset=utf-8"	"true"	"antimanual-assistant - Cindemir Law Office"	"42"	"antimanual-assistant Cindemir Law Office"	"40"	""	""	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/antimanual-assistant/"	"200"	"151826"	"114"	"0"	"0"	"0"	"11"	"4"	"758"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfdd0fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfdb0fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bf/?lang=ru"	"200"	"text/html; charset=utf-8"	"true"	"Административное Право - Cindemir Law Office"	"44"	"Наша юридическая фирма придает особое внимание вопросам, представляющим интересы общества."	"90"	"Административное Право"	"22"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfdd0fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfdb0fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bf/?lang=ru"	"200"	"158373"	"243"	"1"	"0"	"0"	"13"	"2"	"803"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/about-us/?lang=zh-hans"	"200"	"text/html; charset=utf-8"	"true"	"International Trade Lawyer in istanbul - Cindemir Law Office"	"60"	"Cindemir Law Office is a full service Turkish law firm consisting with international trade lawyer in Turkey , istanbul. Lawyer in Istanbul"	"138"	"关于我们"	"4"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/about-us/?lang=zh-hans"	"200"	"154295"	"87"	"1"	"0"	"0"	"8"	"2"	"783"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/turkish-companies-before-the-court-of-justice-of-the-european-union/"	"200"	"text/html; charset=utf-8"	"true"	"Turkish companies before the Court of Justice of the European Union"	"67"	"Explains Turkish companies before the Court of Justice of the European Union, including procedures, documents, risks and key legal points for foreign clients."	"158"	"Turkish companies before the Court of Justice of the European Union"	"67"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/turkish-companies-before-the-court-of-justice-of-the-european-union/"	"200"	"160956"	"847"	"0"	"3"	"3"	"24"	"4"	"808"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/cautio-judicatum-solvi-security-payment-under-turkish-international-private-law/"	"200"	"text/html; charset=utf-8"	"true"	"Cautio Judicatum Solvi- Security Payment under Turkish International"	"68"	"Legal news and media note on Cautio Judicatum Solvi- Security Payment under Turkish International, with context from Cindemir Law Office in Turkey."	"147"	"Cautio Judicatum Solvi- Security Payment under Turkish International Private Law"	"80"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/cautio-judicatum-solvi-security-payment-under-turkish-international-private-law/"	"200"	"159425"	"334"	"0"	"3"	"3"	"23"	"4"	"782"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/sales-of-real-estate-to-foreigners-in-turkey/"	"200"	"text/html; charset=utf-8"	"true"	"Sales of Real Estate to Foreigners In Turkey? | Cindemir Law Office"	"67"	"Explains Sales of Real Estate to Foreigners In Turkey?, including heirs, probate, documents and practical risks for foreign families."	"133"	"Sales of Real Estate to Foreigners In Turkey?"	"45"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/sales-of-real-estate-to-foreigners-in-turkey/"	"200"	"178161"	"3849"	"0"	"3"	"3"	"30"	"4"	"753"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/turkish-law-of-torts/"	"200"	"text/html; charset=utf-8"	"true"	"Turkish Law of Torts | Cindemir Law Office"	"42"	"Explains Turkish Law of Torts, including liability, evidence and compensation issues under Turkish law."	"103"	"Turkish Law of Torts
Tort Law in Turkey: Conditions, Compensation & International Aspects"	"20
68"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/turkish-law-of-torts/"	"200"	"166847"	"868"	"0"	"4"	"4"	"30"	"4"	"806"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/migrant-smuggling-and-human-trafficking-under-turkish-law/"	"200"	"text/html; charset=utf-8"	"true"	"Migrant Smuggling and Human Trafficking under Turkish Law"	"57"	"Explains Migrant Smuggling and Human Trafficking under Turkish Law, including liability, evidence and compensation issues under Turkish law."	"140"	"Migrant Smuggling and Human Trafficking under Turkish Law"	"57"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/migrant-smuggling-and-human-trafficking-under-turkish-law/"	"200"	"158333"	"539"	"0"	"3"	"3"	"19"	"4"	"822"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/legal-risks-in-token-launches-how-crypto-startups-can-stay-compliant-across-jurisdictions/"	"200"	"text/html; charset=utf-8"	"true"	"Legal Risks in Token Launches in Turkey | Legal Overview"	"56"	"Legal news and media note on Legal Risks in Token Launches, with context from Cindemir Law Office in Turkey."	"108"	"Legal Risks in Token Launches: How Crypto Startups Can Stay Compliant Across Jurisdictions"	"90"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/legal-risks-in-token-launches-how-crypto-startups-can-stay-compliant-across-jurisdictions/"	"200"	"161539"	"670"	"0"	"4"	"4"	"24"	"4"	"799"	"0"	"1"	"1"	"0"	"1"	"1"
"20"	"https://cindemirlaw.com/fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfdd1fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfd83fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bf/?lang=ru"	"200"	"text/html; charset=utf-8"	"true"	"Уголовное право - Cindemir Law Office"	"37"	"Наша юридическая фирма предоставляет услуги по различным криминальным делам, связанным с уголовным кодексом, дорожно-транспортным правом, коррупцией, огнестрельным оружием, пенсионным и социальным страхованием, безопасностью, а также местными и региональными законодательствами"	"277"	"Уголовное право"	"15"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfdd1fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfd83fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bf/?lang=ru"	"200"	"159040"	"248"	"1"	"0"	"0"	"13"	"2"	"796"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/%D0%B2%D1%82%D0%BE%D1%80%D0%B8%D1%87%D0%BD%D0%B0%D1%8F-%D0%B7%D0%B0%D1%89%D0%B8%D1%82%D0%B0/?lang=ru"	"200"	"text/html; charset=utf-8"	"true"	"Вторичная Защита - Турецкая юридическая фирма"	"45"	"Вторичная защита в Турции предоставляется иностранцам, не подпадающим под статус беженца, но нуждающимся в защите от смертной казни, пыток или угроз в условиях вооруженного конфликта. Узнайте о процессе подачи заявления, правах обладателей статуса и получите профессиональную юридическую поддержку для успешного оформления вторичной защиты в Турции."	"349"	"Вторичная Защита"	"16"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/%D0%B2%D1%82%D0%BE%D1%80%D0%B8%D1%87%D0%BD%D0%B0%D1%8F-%D0%B7%D0%B0%D1%89%D0%B8%D1%82%D0%B0/?lang=ru"	"200"	"158436"	"302"	"1"	"0"	"0"	"12"	"2"	"806"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/articles/?lang=zh-hans"	"200"	"text/html; charset=utf-8"	"true"	"Legal Articles about Turkish Law"	"32"	"This page is listing law articles regarding Turkish Law written by competent Turkish Lawyers which are attorneys at law."	"120"	"我們的文章"	"5"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/articles/?lang=zh-hans"	"200"	"153143"	"79"	"1"	"0"	"0"	"8"	"2"	"746"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/legal-status-of-late-registered-turkish-citizens-concerning-military-service-obligations-under-law-no-7179/"	"200"	"text/html; charset=utf-8"	"true"	"Legal Status of Late-Registered Turkish Citizens Concerning Military"	"68"	"Explains Legal Status of Late-Registered Turkish Citizens Concerning Military, including procedures, documents, risks and key legal points for foreign clients."	"159"	"Legal Status of Late-Registered Turkish Citizens Concerning Military Service Obligations under Law No. 7179"	"107"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/legal-status-of-late-registered-turkish-citizens-concerning-military-service-obligations-under-law-no-7179/"	"200"	"162811"	"1059"	"0"	"3"	"3"	"26"	"4"	"762"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/institutionalized-nominee-director/"	"200"	"text/html; charset=utf-8"	"true"	"Institutionalized Nominee Director Services in Turkey | Turkish Law"	"67"	"Explains Institutionalized Nominee Director Services in Turkey, including company procedures, governance, compliance and key points for foreign investors."	"154"	"Institutionalized Nominee Directory Services in Turkey"	"54"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/institutionalized-nominee-director/"	"200"	"162016"	"781"	"0"	"4"	"4"	"24"	"4"	"755"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/legal-assistance-for-foreign-lawyers-visiting-prisoners-in-turkey/"	"200"	"text/html; charset=utf-8"	"true"	"Legal Assistance for Foreign Lawyers Visiting Prisoners in Turkey"	"65"	"Explains Legal Assistance for Foreign Lawyers Visiting Prisoners in Turkey, including procedure, risk assessment and rights of foreign nationals under Turkish law."	"163"	"Legal Assistance for Foreign Lawyers Visiting Prisoners in Turkey"	"65"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/legal-assistance-for-foreign-lawyers-visiting-prisoners-in-turkey/"	"200"	"160126"	"597"	"0"	"3"	"3"	"30"	"4"	"752"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/icsid/"	"200"	"text/html; charset=utf-8"	"true"	"ICSID Decisions given in favor of Turkmenistan is enforced in Turkey."	"69"	"ICSID Decisions given in favor of Turkmenistan is enforced by Cindemir Law Office in Turkey."	"92"	"ICSID Decisions given in favor of Turkmenistan is enforced by Cindemir Law Office in Turkey."	"92"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/icsid/"	"200"	"164927"	"766"	"0"	"16"	"16"	"31"	"4"	"905"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/international-private-law-and-conventions-that-turkey-is-party/"	"200"	"text/html; charset=utf-8"	"true"	"Turkish Private International Law Conventions | Cindemir Law Office"	"67"	"Explains Turkish Private International Law Conventions, including procedures, documents, risks and key legal points for foreign clients."	"136"	"Conventions of Turkey regarding Private International Law"	"57"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/international-private-law-and-conventions-that-turkey-is-party/"	"200"	"160379"	"777"	"0"	"3"	"3"	"23"	"4"	"765"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/market-abuse-in-the-crypto-asset-market-in-turkey/"	"200"	"text/html; charset=utf-8"	"true"	"Market Abuse in the Crypto Asset Market in Turkey | Turkish Law"	"63"	"Explains Market Abuse in the Crypto Asset Market in Turkey, focusing on crypto regulation, compliance risks and practical points for foreign clients."	"149"	"Market Abuse in the Crypto Asset Market in Turkey"	"49"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/market-abuse-in-the-crypto-asset-market-in-turkey/"	"200"	"159808"	"600"	"0"	"5"	"5"	"26"	"4"	"728"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/how-to-establish-a-limited-partnership-in-turkey/"	"200"	"text/html; charset=utf-8"	"true"	"How to Establish a Limited Partnership in Turkey | Cindemir Law Office"	"70"	"Explains How to Establish a Limited Partnership in Turkey, including procedures, documents, risks and key legal points for foreign clients."	"139"	"How to Establish a Limited Partnership in Turkey"	"48"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/how-to-establish-a-limited-partnership-in-turkey/"	"200"	"159559"	"581"	"0"	"19"	"18"	"20"	"4"	"795"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/verdict-rendered-for-the-unbelievable-accident-killing-a-tour-guide-hurriyet-newspaper/"	"200"	"text/html; charset=utf-8"	"true"	"Tour Guide Accident Verdict in Turkey | Cindemir Law Office"	"59"	"Legal news and media note on Tour Guide Accident Verdict in Turkey, with context from Cindemir Law Office in Turkey."	"116"	"“Verdict Rendered for the Unbelievable Accident Killing a Tour Guide” (Hurriyet Newspaper)"	"90"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/verdict-rendered-for-the-unbelievable-accident-killing-a-tour-guide-hurriyet-newspaper/"	"200"	"158863"	"635"	"0"	"3"	"3"	"19"	"4"	"752"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/a-practical-overview-of-crypto-asset-service-providers-and-platforms-in-turkiye/"	"200"	"text/html; charset=utf-8"	"true"	"Crypto Asset Service Providers in Türkiye | Cindemir Law Office"	"63"	"Explains Crypto Asset Service Providers in Türkiye, focusing on crypto regulation, compliance risks and practical points for foreign clients."	"141"	"A Practical Overview of Crypto Asset Service Providers and Platforms in Türkiye"	"79"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/a-practical-overview-of-crypto-asset-service-providers-and-platforms-in-turkiye/"	"200"	"160277"	"607"	"0"	"11"	"11"	"23"	"4"	"747"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/about-us/?lang=ru"	"200"	"text/html; charset=utf-8"	"true"	"О НАС"	"5"	"Нашим клиентам мы предлагаем к выбору несколько вариантов языкового сопровождения: Русский с ассистентом, Английский, Французский, Немецкий и Турецкий."	"151"	"O HAC"	"5"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/about-us/?lang=ru"	"200"	"155911"	"393"	"1"	"0"	"0"	"13"	"2"	"807"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/to-file-a-case-in-turkey-petition/"	"200"	"text/html; charset=utf-8"	"true"	"To file a case in Turkey (Petition) | Cindemir Law Office"	"57"	"Explains To file a case in Turkey (Petition), including procedures, documents, risks and key legal points for foreign clients."	"126"	"To file a case in Turkey (Petition)"	"35"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/to-file-a-case-in-turkey-petition/"	"200"	"158736"	"584"	"0"	"3"	"3"	"22"	"4"	"764"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/employment/"	"200"	"text/html; charset=utf-8"	"true"	"Employment in Turkey | Cindemir Law Office"	"42"	"Explains Employment in Turkey, including procedures, documents, risks and key legal points for foreign clients."	"111"	"Employment"	"10"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/employment/"	"200"	"156493"	"302"	"0"	"3"	"3"	"20"	"4"	"782"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/establishing-a-commercial-enterprise-in-turkey/"	"200"	"text/html; charset=utf-8"	"true"	"Setting up a company in Turkey | Cindemir Law Office"	"52"	"Explains Setting up a company in Turkey, including company procedures, governance, compliance and key points for foreign investors."	"131"	"Setting up a company in Turkey"	"30"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/establishing-a-commercial-enterprise-in-turkey/"	"200"	"165050"	"796"	"0"	"12"	"12"	"31"	"4"	"822"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/debt-collection-service/"	"200"	"text/html; charset=utf-8"	"true"	"Debt Collection Service in Turkey | Cindemir Law Office"	"55"	"Explains Debt Collection Service in Turkey, including enforcement steps, documents and practical risks for creditors."	"117"	"Debt Collection Service"	"23"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/debt-collection-service/"	"200"	"155541"	"208"	"0"	"3"	"3"	"15"	"4"	"732"	"0"	"0"	"0"	"0"	"0"	"0"
